"Date","Price","Open","High","Low","Vol.","Change %"
"09/23/2021","260.98","254.70","263.66","254.46","502.61K","3.25%"
"09/22/2021","252.76","252.80","258.24","250.60","404.20K","1.16%"
"09/21/2021","249.85","253.47","255.46","249.42","382.77K","-0.41%"
"09/20/2021","250.88","252.30","252.80","246.10","573.14K","-4.13%"
"09/17/2021","261.68","264.37","266.26","260.38","1.03M","-0.72%"
"09/16/2021","263.59","265.94","266.77","260.70","393.22K","0.35%"
"09/15/2021","262.66","264.32","267.55","262.38","488.21K","-0.36%"
"09/14/2021","263.61","268.98","272.54","261.33","523.31K","-1.90%"
"09/13/2021","268.71","266.64","270.23","264.76","533.60K","2.25%"
"09/10/2021","262.80","262.53","265.80","261.21","539.60K","0.81%"
"09/09/2021","260.70","256.73","262.73","256.13","341.26K","1.19%"
"09/08/2021","257.64","262.04","266.34","256.56","347.59K","-2.48%"
"09/07/2021","264.19","263.69","269.83","261.38","686.14K","0.89%"
"09/03/2021","261.85","264.00","265.32","260.62","232.73K","-0.26%"
"09/02/2021","262.52","260.01","267.17","260.01","415.43K","1.52%"
"09/01/2021","258.60","260.35","260.91","255.09","372.59K","-0.28%"
"08/31/2021","259.33","258.03","260.52","255.77","444.43K","1.08%"
"08/30/2021","256.57","261.22","264.27","255.88","304.16K","-2.49%"
"08/27/2021","263.13","256.23","264.32","255.26","391.98K","3.37%"
"08/26/2021","254.55","261.20","265.41","253.48","470.59K","-1.90%"
"08/25/2021","259.47","260.23","263.33","258.03","278.35K","0.66%"
"08/24/2021","257.76","254.10","259.46","253.70","306.26K","2.44%"
"08/23/2021","251.62","249.00","254.06","248.30","349.04K","2.31%"
"08/20/2021","245.93","238.57","245.94","237.70","345.77K","3.14%"
"08/19/2021","238.45","241.42","244.80","236.88","305.71K","-2.61%"
"08/18/2021","244.83","244.99","251.61","244.57","296.91K","-0.55%"
"08/17/2021","246.18","253.28","253.86","240.45","622.19K","-4.06%"
"08/16/2021","256.59","256.62","257.51","253.67","286.26K","-0.34%"
"08/13/2021","257.46","259.06","259.45","256.25","328.96K","-0.21%"
"08/12/2021","258.00","263.25","268.46","257.36","527.23K","-1.69%"
"08/11/2021","262.44","255.65","262.69","252.34","676.16K","3.12%"
"08/10/2021","254.49","250.76","255.51","247.06","768.98K","0.90%"
"08/09/2021","252.21","245.38","254.78","243.77","677.59K","2.00%"
"08/06/2021","247.27","243.95","251.93","241.25","560.33K","3.24%"
"08/05/2021","239.50","230.62","239.60","230.01","390.47K","4.13%"
"08/04/2021","230.01","229.51","234.06","228.01","302.76K","-0.70%"
"08/03/2021","231.64","228.91","232.63","223.96","407.45K","2.12%"
"08/02/2021","226.83","228.66","233.53","224.80","397.68K","-0.06%"
"07/30/2021","226.97","228.84","233.33","225.58","467.66K","-1.43%"
"07/29/2021","230.27","232.96","235.13","228.22","600.76K","-0.48%"
"07/28/2021","231.39","231.15","234.64","226.50","396.43K","0.59%"
"07/27/2021","230.04","231.87","234.83","226.75","716.13K","-2.28%"
"07/26/2021","235.40","239.57","242.69","233.88","421.46K","-1.60%"
"07/23/2021","239.23","240.85","241.23","235.67","391.68K","0.93%"
"07/22/2021","237.03","240.52","240.52","234.86","638.28K","-1.55%"
"07/21/2021","240.77","232.86","242.63","231.51","2.01M","2.24%"
"07/20/2021","235.50","229.00","247.21","227.93","1.25M","3.40%"
"07/19/2021","227.75","227.03","232.70","225.24","692.57K","-3.45%"
"07/16/2021","235.89","249.53","249.97","234.68","708.52K","-5.24%"
"07/15/2021","248.94","247.18","252.97","246.10","496.82K","-0.25%"
"07/14/2021","249.57","255.12","258.90","247.79","252.09K","-1.49%"
"07/13/2021","253.35","256.35","258.94","251.04","271.18K","-1.67%"
"07/12/2021","257.66","252.02","261.92","250.38","367.59K","0.76%"
"07/09/2021","255.71","244.88","256.42","244.49","402.80K","6.43%"
"07/08/2021","240.25","235.79","244.93","234.03","416.63K","-0.35%"
"07/07/2021","241.09","240.26","244.90","237.29","269.13K","-0.03%"
"07/06/2021","241.17","248.10","248.37","239.00","261.07K","-2.78%"
"07/02/2021","248.06","248.97","249.66","246.53","164.32K","-0.74%"
"07/01/2021","249.92","247.91","252.35","246.69","256.40K","1.74%"
"06/30/2021","245.65","242.84","246.99","242.01","306.00K","0.68%"
"06/29/2021","244.00","249.71","251.77","243.35","292.09K","-1.25%"
"06/28/2021","247.10","254.15","254.86","245.85","350.76K","-3.64%"
"06/25/2021","256.44","254.77","257.33","252.35","505.29K","2.03%"
"06/24/2021","251.35","246.73","252.46","245.00","408.98K","1.74%"
"06/23/2021","247.05","247.15","249.24","242.13","340.73K","1.14%"
"06/22/2021","244.27","246.64","247.52","242.01","506.77K","-1.16%"
"06/21/2021","247.14","236.90","248.11","236.90","423.79K","5.39%"
"06/18/2021","234.50","242.13","245.70","232.72","1.09M","-4.00%"
"06/17/2021","244.26","262.08","263.99","243.61","899.27K","-5.45%"
"06/16/2021","258.35","243.60","262.49","240.82","926.10K","6.72%"
"06/15/2021","242.08","239.97","242.73","235.22","393.79K","0.20%"
"06/14/2021","241.60","247.49","250.87","239.39","488.30K","-2.71%"
"06/11/2021","248.33","244.62","248.98","242.94","653.29K","2.05%"
"06/10/2021","243.33","251.24","253.32","243.25","462.03K","-2.01%"
"06/09/2021","248.31","244.05","250.31","242.11","463.07K","0.92%"
"06/08/2021","246.04","247.40","249.50","243.90","607.37K","-1.36%"
"06/07/2021","249.42","250.94","253.18","248.19","311.52K","-0.38%"
"06/04/2021","250.38","248.23","250.81","243.46","354.95K","1.07%"
"06/03/2021","247.73","247.82","252.04","246.48","279.68K","-0.27%"
"06/02/2021","248.41","252.46","252.46","246.98","219.90K","-0.76%"
"06/01/2021","250.32","251.76","254.55","247.57","437.14K","0.23%"
"05/28/2021","249.75","250.28","251.50","245.36","336.08K","-0.16%"
"05/27/2021","250.16","248.44","250.49","245.73","367.45K","2.60%"
"05/26/2021","243.81","238.22","244.79","238.22","314.13K","2.47%"
"05/25/2021","237.94","241.79","245.65","237.58","492.66K","-0.66%"
"05/24/2021","239.53","241.00","243.38","237.83","482.27K","-0.28%"
"05/21/2021","240.21","239.62","243.53","237.37","470.52K","1.20%"
"05/20/2021","237.35","235.62","239.21","231.66","520.19K","0.91%"
"05/19/2021","235.22","242.48","242.99","229.62","984.61K","-4.71%"
"05/18/2021","246.85","247.95","251.23","245.66","373.14K","0.16%"
"05/17/2021","246.45","244.75","248.11","243.41","254.69K","-0.11%"
"05/14/2021","246.71","241.83","248.00","238.24","489.18K","3.15%"
"05/13/2021","239.17","239.16","244.82","232.00","652.86K","-0.96%"
"05/12/2021","241.48","256.27","256.97","240.22","457.58K","-3.41%"
"05/11/2021","250.00","248.74","256.26","245.40","555.13K","-1.14%"
"05/10/2021","252.89","257.26","258.44","252.25","495.31K","-0.85%"
"05/07/2021","255.06","247.97","255.08","247.55","280.13K","0.60%"
"05/06/2021","253.54","258.70","258.70","249.43","347.06K","-1.25%"
"05/05/2021","256.76","255.53","258.96","252.96","457.63K","1.17%"
"05/04/2021","253.80","247.30","253.85","241.92","503.86K","2.13%"
"05/03/2021","248.51","256.00","256.29","247.40","455.78K","-1.19%"
"04/30/2021","251.51","251.50","256.33","250.19","508.04K","-1.40%"
"04/29/2021","255.09","255.38","260.37","250.32","533.52K","0.91%"
"04/28/2021","252.78","252.36","255.05","249.67","415.92K","0.37%"
"04/27/2021","251.85","254.47","256.60","247.98","676.47K","-0.39%"
"04/26/2021","252.83","240.68","253.62","239.76","818.43K","5.86%"
"04/23/2021","238.84","241.55","245.13","238.42","905.89K","-0.85%"
"04/22/2021","240.89","240.31","248.27","238.50","832.75K","0.68%"
"04/21/2021","239.27","218.21","246.97","218.21","1.20M","9.14%"
"04/20/2021","219.23","225.66","227.41","216.00","663.13K","-3.78%"
"04/19/2021","227.84","228.62","232.82","225.13","507.09K","0.12%"
"04/16/2021","227.56","235.53","235.53","225.75","633.99K","-1.90%"
"04/15/2021","231.97","233.51","233.51","225.31","430.50K","0.94%"
"04/14/2021","229.82","228.90","235.30","228.90","375.20K","0.17%"
"04/13/2021","229.44","231.26","231.47","228.06","372.05K","-0.87%"
"04/12/2021","231.46","229.14","233.52","228.11","433.73K","1.40%"
"04/09/2021","228.26","226.16","229.13","224.85","270.62K","1.58%"
"04/08/2021","224.72","222.68","225.03","220.12","424.58K","0.46%"
"04/07/2021","223.70","224.95","227.95","223.40","435.31K","0.04%"
"04/06/2021","223.61","228.18","230.54","222.86","457.33K","-2.01%"
"04/05/2021","228.19","229.95","230.45","225.10","503.68K","1.42%"
"04/01/2021","225.00","224.67","228.50","223.51","300.86K","-0.49%"
"03/31/2021","226.10","223.62","229.57","222.99","710.41K","1.15%"
"03/30/2021","223.52","216.90","224.21","216.04","528.28K","4.11%"
"03/29/2021","214.70","216.61","219.24","207.86","974.03K","-2.42%"
"03/26/2021","220.02","219.95","225.99","215.64","552.09K","1.95%"
"03/25/2021","215.82","210.23","217.65","206.07","732.44K","1.68%"
"03/24/2021","212.26","220.81","223.33","211.52","1.01M","-2.43%"
"03/23/2021","217.55","225.74","230.47","215.08","1.47M","-5.30%"
"03/22/2021","229.71","235.51","236.84","228.03","537.18K","-3.62%"
"03/19/2021","238.34","232.00","240.34","228.57","2.04M","1.89%"
"03/18/2021","233.93","242.20","249.94","231.72","1.08M","-2.24%"
"03/17/2021","239.29","242.54","243.00","232.81","717.35K","-0.94%"
"03/16/2021","241.57","243.09","244.87","239.71","571.95K","-1.78%"
"03/15/2021","245.95","240.00","247.84","239.60","742.95K","1.79%"
"03/12/2021","241.63","242.44","244.91","237.50","636.31K","1.93%"
"03/11/2021","237.05","230.62","237.90","227.60","597.03K","3.91%"
"03/10/2021","228.14","224.47","228.99","222.20","780.60K","2.39%"
"03/09/2021","222.82","220.81","227.79","218.13","540.91K","-1.69%"
"03/08/2021","226.66","228.24","234.37","225.36","909.02K","1.81%"
"03/05/2021","222.62","222.04","224.96","206.00","957.84K","2.75%"
"03/04/2021","216.66","220.02","224.92","212.13","851.14K","-2.51%"
"03/03/2021","222.23","226.36","230.88","221.72","834.79K","0.87%"
"03/02/2021","220.32","223.00","223.43","219.23","462.23K","-1.52%"
"03/01/2021","223.73","223.43","227.14","222.10","865.26K","2.47%"
"02/26/2021","218.34","220.00","222.75","212.01","643.23K","-1.48%"
"02/25/2021","221.63","226.51","231.15","220.16","905.14K","-1.96%"
"02/24/2021","226.05","220.52","228.00","214.79","1.10M","5.89%"
"02/23/2021","213.47","215.00","216.32","205.00","1.04M","-1.69%"
"02/22/2021","217.15","217.04","220.68","214.50","974.24K","-1.67%"
"02/19/2021","220.84","212.37","221.81","211.58","793.98K","5.01%"
"02/18/2021","210.31","215.00","215.00","206.90","677.60K","-2.14%"
"02/17/2021","214.92","213.39","217.10","208.05","875.99K","-0.05%"
"02/16/2021","215.02","223.12","223.12","214.28","1.14M","0.46%"
"02/12/2021","214.04","213.69","215.82","211.70","995.94K","0.60%"
"02/11/2021","212.76","212.00","217.08","208.41","1.16M","0.41%"
"02/10/2021","211.90","213.83","217.44","206.91","1.87M","0.62%"
"02/09/2021","210.60","207.23","211.72","200.41","2.42M","7.76%"
"02/08/2021","195.43","186.00","196.18","185.15","2.26M","6.85%"
"02/05/2021","182.90","178.72","188.66","176.50","2.55M","-0.22%"
"02/04/2021","183.31","179.50","184.55","178.38","651.14K","3.17%"
"02/03/2021","177.67","176.82","179.32","174.63","606.80K","0.29%"
"02/02/2021","177.16","170.14","178.31","167.50","861.77K","6.36%"
"02/01/2021","166.56","165.21","166.88","161.54","476.13K","0.83%"
"01/29/2021","165.19","164.11","167.53","162.75","1.23M","0.24%"
"01/28/2021","164.79","160.03","165.75","158.37","679.11K","3.41%"
"01/27/2021","159.35","163.33","163.92","157.76","669.29K","-2.95%"
"01/26/2021","164.20","165.80","166.72","162.95","526.35K","0.05%"
"01/25/2021","164.12","162.03","164.25","156.66","634.98K","2.40%"
"01/22/2021","160.27","153.54","160.63","152.14","719.29K","5.61%"
"01/21/2021","151.76","153.00","153.58","146.10","747.17K","-1.28%"
"01/20/2021","153.72","154.76","155.60","152.99","636.08K","-1.03%"
"01/19/2021","155.32","154.67","156.70","152.57","628.54K","0.64%"
"01/15/2021","154.33","157.41","158.50","152.84","605.75K","-3.44%"
"01/14/2021","159.82","155.00","160.52","153.86","758.87K","3.97%"
"01/13/2021","153.72","150.00","154.59","149.43","677.42K","2.16%"
"01/12/2021","150.47","147.39","151.00","145.64","488.13K","3.57%"
"01/11/2021","145.28","143.37","146.40","142.32","388.92K","0.22%"
"01/08/2021","144.96","147.28","147.28","142.33","394.50K","-0.69%"
"01/07/2021","145.97","145.00","146.78","143.66","463.21K","2.18%"
"01/06/2021","142.86","139.82","144.86","138.87","705.88K","5.49%"
"01/05/2021","135.43","136.64","138.00","134.13","439.58K","-0.38%"
"01/04/2021","135.94","136.59","136.68","132.05","387.49K","0.48%"
"12/31/2020","135.29","134.36","136.32","133.13","258.91K","0.79%"
"12/30/2020","134.23","134.28","136.00","133.34","230.38K","0.35%"
"12/29/2020","133.76","136.98","136.98","132.76","325.69K","-2.19%"
"12/28/2020","136.75","133.93","136.88","133.93","333.54K","1.90%"
"12/24/2020","134.20","135.10","135.10","132.71","119.92K","-0.61%"
"12/23/2020","135.02","133.07","136.16","132.98","313.04K","2.16%"
"12/22/2020","132.16","132.89","133.26","131.15","558.88K","-0.31%"
"12/21/2020","132.57","133.09","134.17","130.60","782.33K","1.12%"
"12/18/2020","131.10","131.00","131.52","129.29","1.21M","0.05%"
"12/17/2020","131.03","132.64","132.64","130.49","392.42K","-0.83%"
"12/16/2020","132.13","132.00","132.93","129.25","667.90K","0.80%"
"12/15/2020","131.08","130.19","131.26","127.58","562.59K","2.29%"
"12/14/2020","128.15","131.20","131.98","127.81","638.31K","-0.06%"
"12/11/2020","128.23","127.16","130.62","127.15","661.48K","-1.36%"
"12/10/2020","130.00","125.00","130.48","125.00","962.25K","2.36%"
"12/09/2020","127.00","122.28","127.23","120.55","986.37K","5.06%"
"12/08/2020","120.88","123.25","124.21","120.51","384.96K","-1.99%"
"12/07/2020","123.34","124.46","124.46","121.70","603.83K","-0.89%"
"12/04/2020","124.45","124.65","127.06","121.60","632.40K","0.93%"
"12/03/2020","123.30","122.53","125.17","120.50","775.86K","1.38%"
"12/02/2020","121.62","115.21","122.97","115.00","878.60K","4.86%"
"12/01/2020","115.98","114.79","116.84","113.29","696.85K","3.38%"
"11/30/2020","112.19","113.66","117.04","112.03","3.52M","-2.61%"
"11/27/2020","115.20","114.86","117.06","112.61","510.33K","-0.07%"
"11/25/2020","115.28","115.12","115.71","111.36","718.33K","-1.01%"
"11/24/2020","116.46","111.38","116.64","111.16","787.81K","6.67%"
"11/23/2020","109.18","107.00","109.95","106.32","602.85K","2.95%"
"11/20/2020","106.05","105.58","106.29","104.27","278.21K","0.03%"
"11/19/2020","106.02","104.46","106.50","103.79","436.53K","0.40%"
"11/18/2020","105.60","110.70","111.21","105.50","620.66K","-3.91%"
"11/17/2020","109.90","108.37","110.59","106.03","658.43K","-1.11%"
"11/16/2020","111.13","108.36","111.22","106.83","711.89K","8.26%"
"11/13/2020","102.65","101.51","104.25","101.51","718.26K","2.35%"
"11/12/2020","100.29","98.68","103.64","97.75","1.16M","0.88%"
"11/11/2020","99.42","102.33","102.34","96.48","1.02M","-2.06%"
"11/10/2020","101.51","98.98","104.81","97.97","1.48M","3.62%"
"11/09/2020","97.96","83.99","99.53","83.99","2.80M","28.88%"
"11/06/2020","76.01","79.01","79.41","75.97","594.35K","-3.10%"
"11/05/2020","78.44","76.26","78.91","76.26","681.46K","2.93%"
"11/04/2020","76.21","79.46","79.46","71.44","1.36M","-5.28%"
"11/03/2020","80.46","82.34","82.74","80.08","650.89K","-0.38%"
"11/02/2020","80.77","81.94","82.29","79.77","506.57K","0.04%"
"10/30/2020","80.74","77.60","82.22","77.60","971.03K","3.02%"
"10/29/2020","78.37","76.79","79.23","76.02","664.97K","0.99%"
"10/28/2020","77.60","77.66","79.25","76.67","613.47K","-2.54%"
"10/27/2020","79.62","83.13","83.42","79.55","856.16K","-4.66%"
"10/26/2020","83.51","83.81","85.24","82.64","474.86K","-1.25%"
"10/23/2020","84.57","86.81","87.28","83.58","675.57K","-1.65%"
"10/22/2020","85.99","82.26","86.05","82.25","766.80K","4.57%"
"10/21/2020","82.23","83.14","85.13","81.56","907.07K","-1.07%"
"10/20/2020","83.12","85.16","89.40","80.82","1.79M","-3.26%"
"10/19/2020","85.92","87.19","88.07","85.68","693.95K","-1.00%"
"10/16/2020","86.79","87.08","87.88","85.57","418.08K","-0.18%"
"10/15/2020","86.95","84.10","87.22","84.08","492.60K","2.64%"
"10/14/2020","84.71","84.61","85.80","83.90","360.39K","0.13%"
"10/13/2020","84.60","85.17","86.19","84.15","491.88K","-1.57%"
"10/12/2020","85.95","84.24","85.97","84.18","299.79K","1.52%"
"10/09/2020","84.66","88.58","88.72","84.52","436.36K","-2.58%"
"10/08/2020","86.90","88.49","88.51","85.93","571.80K","0.99%"
"10/07/2020","86.05","85.59","87.26","85.24","458.95K","1.12%"
"10/06/2020","85.10","87.20","88.24","84.63","538.35K","-0.82%"
"10/05/2020","85.80","84.10","86.20","83.75","637.95K","3.35%"
"10/02/2020","83.02","80.47","84.00","80.11","458.49K","1.36%"
"10/01/2020","81.91","82.97","83.83","81.26","406.35K","-1.30%"
"09/30/2020","82.99","82.87","84.61","82.25","408.40K","0.61%"
"09/29/2020","82.49","84.39","84.55","81.15","739.17K","-3.57%"
"09/28/2020","85.54","86.19","87.01","85.37","336.70K","1.83%"
"09/25/2020","84.00","84.01","84.62","82.47","363.46K","-0.11%"
"09/24/2020","84.09","82.29","85.38","82.00","425.34K","1.05%"
"09/23/2020","83.22","84.69","87.46","82.81","492.89K","-1.43%"
"09/22/2020","84.43","85.44","86.46","83.50","383.65K","-0.68%"
"09/21/2020","85.01","86.82","88.86","84.69","557.11K","-5.81%"
"09/18/2020","90.25","91.07","91.66","89.32","685.76K","-0.51%"
"09/17/2020","90.71","89.31","91.42","88.25","435.97K","-0.33%"
"09/16/2020","91.01","90.63","92.43","89.15","584.36K","0.57%"
"09/15/2020","90.49","93.88","93.98","90.30","497.11K","-3.23%"
"09/14/2020","93.51","94.01","95.95","93.12","316.62K","0.29%"
"09/11/2020","93.24","92.19","93.55","91.25","523.09K","1.18%"
"09/10/2020","92.15","95.80","96.42","92.06","534.07K","-3.42%"
"09/09/2020","95.41","97.03","97.03","93.66","443.09K","-1.19%"
"09/08/2020","96.56","100.50","100.59","96.48","422.68K","-4.61%"
"09/04/2020","101.23","102.48","104.57","100.08","518.44K","3.02%"
"09/03/2020","98.26","96.40","100.02","96.40","651.59K","2.46%"
"09/02/2020","95.90","95.98","96.85","94.71","471.21K","-0.30%"
"09/01/2020","96.19","96.41","97.46","95.44","393.07K","-0.87%"
"08/31/2020","97.03","99.70","100.07","97.03","411.50K","-3.28%"
"08/28/2020","100.32","100.56","100.69","98.79","296.79K","0.85%"
"08/27/2020","99.47","95.46","99.55","95.46","400.78K","3.87%"
"08/26/2020","95.76","99.48","99.48","95.57","394.96K","-3.84%"
"08/25/2020","99.58","99.27","100.25","96.95","354.69K","1.15%"
"08/24/2020","98.45","97.21","99.13","96.34","397.06K","1.84%"
"08/21/2020","96.67","96.24","97.73","95.94","295.53K","-0.54%"
"08/20/2020","97.19","100.26","100.81","97.01","505.70K","-4.74%"
"08/19/2020","102.03","102.72","103.66","101.49","285.75K","-0.59%"
"08/18/2020","102.64","106.46","106.46","102.42","274.84K","-3.32%"
"08/17/2020","106.17","107.27","107.27","105.00","356.86K","-1.17%"
"08/14/2020","107.43","106.84","108.52","106.21","447.37K","0.02%"
"08/13/2020","107.41","110.04","110.53","107.32","352.00K","-3.21%"
"08/12/2020","110.97","112.51","113.36","108.82","270.44K","0.96%"
"08/11/2020","109.92","110.13","113.00","108.91","406.59K","1.61%"
"08/10/2020","108.18","108.63","112.18","107.70","343.87K","0.02%"
"08/07/2020","108.16","102.76","108.24","101.72","364.43K","4.76%"
"08/06/2020","103.25","104.22","104.93","102.65","210.39K","-1.22%"
"08/05/2020","104.53","101.95","104.79","101.52","339.51K","3.89%"
"08/04/2020","100.62","101.47","103.26","99.66","277.54K","-0.52%"
"08/03/2020","101.15","102.61","102.61","100.61","420.07K","-1.35%"
"07/31/2020","102.53","102.66","102.85","100.45","425.56K","-0.04%"
"07/30/2020","102.57","101.98","104.11","99.82","337.87K","-2.36%"
"07/29/2020","105.05","104.85","105.61","102.26","518.81K","0.62%"
"07/28/2020","104.40","106.79","107.56","104.37","370.75K","-2.10%"
"07/27/2020","106.64","108.74","108.74","106.22","285.48K","-2.69%"
"07/24/2020","109.59","111.58","112.45","108.87","340.60K","-1.78%"
"07/23/2020","111.58","109.58","112.96","109.35","397.25K","2.20%"
"07/22/2020","109.18","110.15","110.15","106.82","530.59K","-0.35%"
"07/21/2020","109.56","101.39","110.20","101.39","759.16K","7.49%"
"07/20/2020","101.93","104.01","104.22","101.01","657.68K","-2.28%"
"07/17/2020","104.31","107.94","108.13","104.10","259.70K","-2.97%"
"07/16/2020","107.50","107.41","109.85","106.37","279.94K","-1.44%"
"07/15/2020","109.07","105.24","109.60","104.61","322.26K","5.93%"
"07/14/2020","102.96","105.46","105.46","101.04","393.39K","-2.63%"
"07/13/2020","105.74","105.59","107.85","103.13","278.19K","1.58%"
"07/10/2020","104.10","100.66","104.30","100.66","222.59K","3.56%"
"07/09/2020","100.52","103.96","104.70","100.28","453.85K","-3.98%"
"07/08/2020","104.69","103.35","105.47","102.13","525.60K","1.83%"
"07/07/2020","102.81","104.87","104.87","102.48","285.25K","-2.03%"
"07/06/2020","104.94","107.40","108.73","103.99","249.03K","0.41%"
"07/02/2020","104.51","108.25","109.36","103.72","208.59K","-0.75%"
"07/01/2020","105.30","107.94","107.94","104.54","483.12K","-1.52%"
"06/30/2020","106.92","103.56","107.57","103.56","294.70K","2.11%"
"06/29/2020","104.71","104.49","106.96","102.93","365.58K","2.03%"
"06/26/2020","102.63","103.37","104.52","100.94","1.14M","-2.71%"
"06/25/2020","105.49","100.16","105.49","100.16","270.53K","4.15%"
"06/24/2020","101.29","104.53","106.59","100.83","345.98K","-4.36%"
"06/23/2020","105.91","108.76","109.35","104.86","320.23K","-0.59%"
"06/22/2020","106.54","106.61","107.93","104.38","213.10K","0.13%"
"06/19/2020","106.40","108.82","108.82","104.09","631.89K","-0.74%"
"06/18/2020","107.19","104.69","109.43","104.60","335.15K","1.24%"
"06/17/2020","105.88","110.52","110.52","105.75","315.32K","-4.04%"
"06/16/2020","110.34","112.71","113.01","108.40","283.35K","2.86%"
"06/15/2020","107.27","102.63","107.71","101.71","462.14K","-0.57%"
"06/12/2020","107.88","107.41","109.02","103.30","631.83K","5.27%"
"06/11/2020","102.48","104.11","107.67","100.57","605.66K","-8.17%"
"06/10/2020","111.60","117.45","119.98","111.40","688.31K","-4.70%"
"06/09/2020","117.10","114.50","119.36","113.66","564.00K","-1.14%"
"06/08/2020","118.45","119.79","120.69","116.25","492.48K","2.49%"
"06/05/2020","115.57","117.98","118.93","114.76","514.25K","4.55%"
"06/04/2020","110.54","108.58","110.72","107.06","569.93K","1.88%"
"06/03/2020","108.50","107.23","110.70","106.74","896.60K","4.66%"
"06/02/2020","103.67","106.72","106.83","102.10","502.87K","-1.12%"
"06/01/2020","104.84","103.75","105.82","103.06","349.71K","1.88%"
"05/29/2020","102.91","104.50","106.06","102.60","993.61K","-3.42%"
"05/28/2020","106.55","112.18","112.25","105.71","658.47K","-3.13%"
"05/27/2020","109.99","105.91","110.16","103.70","712.22K","7.96%"
"05/26/2020","101.88","100.71","103.27","98.24","508.02K","6.06%"
"05/22/2020","96.06","98.32","99.93","95.18","291.63K","-1.93%"
"05/21/2020","97.95","99.54","100.86","97.81","359.30K","-1.60%"
"05/20/2020","99.54","96.13","100.29","95.88","435.45K","5.20%"
"05/19/2020","94.62","99.13","99.81","94.62","472.14K","-5.11%"
"05/18/2020","99.72","94.62","100.04","94.62","497.85K","10.64%"
"05/15/2020","90.13","90.08","90.89","88.48","264.16K","-0.97%"
"05/14/2020","91.01","85.95","92.28","83.78","447.21K","3.22%"
"05/13/2020","88.17","95.47","95.47","86.29","724.28K","-8.17%"
"05/12/2020","96.01","102.05","102.86","95.77","412.47K","-5.94%"
"05/11/2020","102.07","101.20","103.13","98.37","554.02K","-0.95%"
"05/08/2020","103.05","102.65","105.70","102.48","472.76K","2.84%"
"05/07/2020","100.20","102.52","106.16","99.85","912.47K","-1.75%"
"05/06/2020","101.98","109.88","109.88","100.17","648.65K","1.21%"
"05/05/2020","100.76","104.12","106.17","100.27","259.05K","-1.29%"
"05/04/2020","102.08","100.32","102.45","98.38","502.11K","0.56%"
"05/01/2020","101.51","104.00","104.00","99.88","561.22K","-5.29%"
"04/30/2020","107.18","107.02","108.75","105.18","649.41K","-3.04%"
"04/29/2020","110.54","107.90","113.53","107.90","683.49K","3.79%"
"04/28/2020","106.50","106.58","110.25","104.47","612.46K","4.50%"
"04/27/2020","101.91","95.52","102.27","94.81","625.33K","8.28%"
"04/24/2020","94.12","93.79","94.82","88.86","530.17K","3.98%"
"04/23/2020","90.52","89.00","93.61","87.00","645.81K","5.29%"
"04/22/2020","85.97","89.99","90.40","85.40","484.56K","-1.95%"
"04/21/2020","87.68","86.24","89.66","85.85","356.48K","-1.62%"
"04/20/2020","89.12","86.03","90.42","84.84","629.86K","0.37%"
"04/17/2020","88.79","85.81","89.67","85.00","454.72K","8.68%"
"04/16/2020","81.70","83.53","85.18","79.89","379.40K","-2.33%"
"04/15/2020","83.65","82.17","85.89","82.17","442.48K","-3.61%"
"04/14/2020","86.78","86.44","88.82","84.60","620.87K","1.89%"
"04/13/2020","85.17","89.98","89.98","83.26","385.44K","-5.61%"
"04/09/2020","90.23","85.07","91.17","83.66","1.13M","10.77%"
"04/08/2020","81.46","79.58","82.31","77.91","683.04K","3.61%"
"04/07/2020","78.62","81.24","83.79","77.79","765.04K","3.15%"
"04/06/2020","76.22","76.58","78.69","74.94","840.56K","5.85%"
"04/03/2020","72.01","73.55","74.08","68.98","522.43K","-2.43%"
"04/02/2020","73.80","72.24","76.24","70.40","521.36K","2.54%"
"04/01/2020","71.97","75.37","76.26","71.82","537.59K","-10.47%"
"03/31/2020","80.39","82.46","84.28","79.54","548.48K","-3.17%"
"03/30/2020","83.02","84.80","87.42","80.66","627.07K","-2.66%"
"03/27/2020","85.29","88.15","91.33","84.75","493.75K","-7.29%"
"03/26/2020","92.00","84.16","93.42","82.00","785.31K","10.54%"
"03/25/2020","83.23","80.89","85.47","76.69","554.47K","5.49%"
"03/24/2020","78.90","77.14","79.70","74.49","872.15K","7.96%"
"03/23/2020","73.08","80.37","80.37","69.49","741.43K","-9.39%"
"03/20/2020","80.65","92.76","94.46","80.04","715.36K","-12.96%"
"03/19/2020","92.66","78.02","92.67","74.37","784.40K","15.51%"
"03/18/2020","80.22","85.87","89.49","75.85","1.07M","-14.67%"
"03/17/2020","94.01","89.55","94.26","80.61","955.71K","6.96%"
"03/16/2020","87.89","84.00","92.64","84.00","833.16K","-10.48%"
"03/13/2020","98.18","97.44","98.84","94.20","764.16K","7.68%"
"03/12/2020","91.18","92.87","98.07","87.99","760.59K","-9.60%"
"03/11/2020","100.86","100.50","105.44","99.81","917.62K","-3.28%"
"03/10/2020","104.28","100.70","104.79","98.65","1.10M","5.91%"
"03/09/2020","98.46","109.00","109.00","97.88","1.12M","-15.12%"
"03/06/2020","116.00","119.48","121.91","114.30","893.49K","-6.47%"
"03/05/2020","124.03","126.30","127.46","122.60","554.05K","-3.85%"
